id1,id2,name_jaccard_3gram,name_token_jaccard,num_overlap,pack_type_eq,pack_mat_eq,net_close,match_score,weak_label
4598,6071,0.5675675675675675,0.5,0.0,0,0,0,0.057333313054427286,
9085,9086,0.5,0.2857142857142857,0.5,1,0,0,0.014733430774315444,
6358,6462,1.0,1.0,0.0,1,0,0,0.99868016311932,1.0
2376,6588,1.0,1.0,0.0,0,0,0,0.9964266230576636,
6309,8263,0.8,0.5714285714285714,0.0,0,0,0,0.5130732816450466,
452,2790,1.0,1.0,0.0,0,0,0,0.9964266230576636,
2434,4314,1.0,1.0,0.0,1,1,0,0.9997259201300351,1.0
1145,4474,1.0,1.0,1.0,1,1,0,0.9997639952462705,1.0
2098,2113,1.0,1.0,0.0,1,0,0,0.99868016311932,1.0
4886,7642,1.0,1.0,0.0,1,0,0,0.99868016311932,1.0
4248,6631,1.0,1.0,0.0,0,0,0,0.9964266230576636,
1290,3108,1.0,1.0,0.0,1,0,0,0.99868016311932,1.0
781,787,0.7647058823529411,0.8333333333333334,0.0,0,1,0,0.9710634839620561,
5249,5250,1.0,1.0,0.0,0,1,0,0.9992566165441318,1.0
5400,5419,1.0,1.0,0.0,1,1,0,0.9997259201300351,1.0
1513,6563,1.0,1.0,1.0,1,1,0,0.9997639952462705,1.0
6423,7961,1.0,1.0,0.0,0,0,0,0.9964266230576636,
3722,4306,0.717948717948718,0.6666666666666666,0.0,0,0,0,0.5176316511366802,
10000,10001,1.0,1.0,0.0,0,0,0,0.9964266230576636,
282,285,0.825,0.7777777777777778,0.0,0,0,0,0.885925135784181,
1906,6265,0.6470588235294118,0.6666666666666666,0.0,1,0,0,0.5949188519061963,
483,2261,1.0,1.0,0.0,0,1,0,0.9992566165441318,1.0
1042,3945,1.0,1.0,0.0,0,0,0,0.9964266230576636,
2575,3391,1.0,1.0,0.0,0,0,0,0.9964266230576636,
5787,6996,1.0,1.0,0.0,0,0,0,0.9964266230576636,
630,4940,1.0,1.0,0.0,1,0,0,0.99868016311932,1.0
2636,4798,1.0,1.0,1.0,1,0,0,0.998863349399516,1.0
4277,6221,1.0,1.0,0.0,0,0,0,0.9964266230576636,
7873,8311,1.0,1.0,0.0,1,0,0,0.99868016311932,1.0
294,295,1.0,1.0,0.0,0,0,0,0.9964266230576636,
3430,7288,1.0,1.0,0.0,0,0,0,0.9964266230576636,
3946,4172,0.8292682926829268,0.7777777777777778,0.0,0,0,0,0.8900243834922491,
744,2975,1.0,1.0,0.0,0,0,0,0.9964266230576636,
2225,2231,1.0,1.0,1.0,1,0,0,0.998863349399516,1.0
2741,3279,0.5294117647058824,0.5,0.0,0,0,0,0.040378331312119146,
3176,3207,1.0,1.0,0.0,0,1,0,0.9992566165441318,1.0
5304,6246,1.0,1.0,0.0,1,0,0,0.99868016311932,1.0
3668,3669,0.8125,0.75,0.0,0,0,0,0.8445772445136848,
2859,7472,0.631578947368421,0.3333333333333333,0.0,0,0,0,0.026593318586681486,
2131,6733,1.0,1.0,1.0,1,1,0,0.9997639952462705,1.0
3609,6472,1.0,1.0,0.0,1,1,0,0.9997259201300351,1.0
18,2282,1.0,1.0,0.0,0,0,0,0.9964266230576636,
